PIN,geom,PROPERTYHOUSENUM__asmt,PROPERTYFRACTION__asmt,PROPERTYADDRESS__asmt,PROPERTYCITY__asmt,PROPERTYSTATE__asmt,PROPERTYUNIT__asmt,PROPERTYZIP__asmt,MUNIDESC__asmt,SCHOOLDESC__asmt,NEIGHDESC__asmt,OWNERDESC__asmt,CLASSDESC__asmt,USEDESC__asmt,LOTAREA__asmt,RECORDDATE__asmt,SALEDATE__asmt,SALEPRICE__asmt,SALECODE__asmt,SALEDESC__asmt,PREVSALEDATE__asmt,PREVSALEPRICE__asmt,PREVSALEDATE2__asmt,PREVSALEPRICE2__asmt,FAIRMARKETTOTAL__asmt,STYLEDESC__asmt,STORIES__asmt,YEARBLT__asmt,EXTFINISH_DESC__asmt,ROOFDESC__asmt,BASEMENTDESC__asmt,GRADE__asmt,GRADEDESC__asmt,CONDITIONDESC__asmt,CDUDESC__asmt,TOTALROOMS__asmt,BEDROOMS__asmt,FULLBATHS__asmt,HALFBATHS__asmt,HEATINGCOOLINGDESC__asmt,FIREPLACES__asmt,BSMTGARAGE__asmt,FINISHEDLIVINGAREA__asmt,CARDNUMBER__asmt,ALT_ID__asmt,TAXYEAR__asmt
0049N00138000000,"{'type': 'MultiPolygon', 'coordinates': [[[[-79.9651274728976, 40.4638962331536], [-79.965092942289, 40.4639015588066], [-79.9650771875198, 40.4639039945359], [-79.9650043468266, 40.4636484420464], [-79.9650097900437, 40.4636475365377], [-79.9650513852119, 40.4636406059736], [-79.9651274728976, 40.4638962331536]]]]}",3468, ,PENN AVE,PITTSBURGH,PA, ,15201,6th Ward - PITTSBURGH,Pittsburgh,10601,REGULAR,RESIDENTIAL,ROWHOUSE,1400.0,01-03-2019,12-28-2018,164000.0,36,QUIT CLAIM / SPEC WARRNTY,06-25-1990,0.0,,,58000.0,ROW END,2,1910.0,Brick,SHINGLE,Part,D+,BELOW AVERAGE +,AVERAGE,AVERAGE,5.0,2.0,1.0,0.0,Central Heat,0.0,0,1260.0,1.0,,2019.0
0049P00166000000,"{'type': 'MultiPolygon', 'coordinates': [[[[-79.9618135400197, 40.4632375187818], [-79.9618852709015, 40.4632246932277], [-79.9619225192331, 40.463332098137], [-79.961849780246, 40.4633443500286], [-79.9618135400197, 40.4632375187818]]]]}",0, ,CABINET WAY,PITTSBURGH,PA, ,15201,6th Ward - PITTSBURGH,Pittsburgh,10601,REGULAR,RESIDENTIAL,VACANT LAND,840.0,,05-05-1950,0.0,,,,,,,2500.0,,,,,,,,,,,,,,,,,,,,,2019.0
0026B00042000000,"{'type': 'MultiPolygon', 'coordinates': [[[[-79.9595564679424, 40.462048120345], [-79.9596259429081, 40.4620371587925], [-79.9597094536281, 40.4623037649218], [-79.9596360200545, 40.4623163783078], [-79.9595564679424, 40.462048120345]]]]}",3828, ,LIBERTY AVE,PITTSBURGH,PA, ,15201,6th Ward - PITTSBURGH,Pittsburgh,10601,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,2000.0,05-09-2018,05-08-2018,350000.0,0,VALID SALE,05-16-2016,339750.0,10-01-2015,94000.0,299200.0,SEMI DETACHED,2.5,1900.0,Frame,SHINGLE,Full,B,GOOD,GOOD,GOOD,7.0,3.0,3.0,0.0,Central Heat with AC,0.0,0,1677.0,1.0,,2019.0
0049N00326000000,"{'type': 'MultiPolygon', 'coordinates': [[[[-79.9623528557583, 40.4631535891708], [-79.9624148429508, 40.463148214949], [-79.9624597372543, 40.4634170428691], [-79.9623960458609, 40.4634227018329], [-79.9623528557583, 40.4631535891708]]]]}",3648, ,MINTWOOD ST,PITTSBURGH,PA, ,15201,6th Ward - PITTSBURGH,Pittsburgh,10601,REGULAR,RESIDENTIAL,ROWHOUSE,1900.0,11-21-2006,11-21-2006,54000.0,0,VALID SALE,03-05-1993,38000.0,,,58900.0,ROW INTERIOR,2,1890.0,Brick,ROLL,Full,D+,BELOW AVERAGE +,FAIR,FAIR,6.0,3.0,1.0,0.0,Central Heat with AC,0.0,0,1608.0,1.0,,2019.0
0048S00194000000,"{'type': 'MultiPolygon', 'coordinates': [[[[-79.9677344821441, 40.4630759580737], [-79.9678115264499, 40.4629655614952], [-79.9678706475526, 40.4629886353902], [-79.9677939626574, 40.4631001024635], [-79.9677344821441, 40.4630759580737]]]]}",185, 1/2,34TH ST,PITTSBURGH,PA, ,15201,6th Ward - PITTSBURGH,Pittsburgh,10601,REGULAR,RESIDENTIAL,ROWHOUSE,645.0,,03-06-1985,1.0,3,LOVE&AFFECTION,,,,,36500.0,ROW INTERIOR,2,1900.0,Brick,SHINGLE,Full,C-,AVERAGE -,AVERAGE,FAIR,5.0,3.0,1.0,0.0,Central Heat,0.0,0,896.0,1.0,,2019.0
0049N00133000000,"{'type': 'MultiPolygon', 'coordinates': [[[[-79.9651977261953, 40.4635466246257], [-79.9652651653896, 40.4635001616024], [-79.9655028857668, 40.4636969259501], [-79.9654412467904, 40.4637395679867], [-79.9651977261953, 40.4635466246257]]]]}",3456, ,PENN AVE,PITTSBURGH,PA, ,15201,6th Ward - PITTSBURGH,Pittsburgh,10601,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,2400.0,03-08-2005,03-08-2005,0.0,3,LOVE&AFFECTION,10-02-2001,76500.0,06-30-1994,79900.0,86500.0,OLD STYLE,2,1910.0,Brick,SHINGLE,Full,C,AVERAGE,AVERAGE,AVERAGE,6.0,3.0,1.0,0.0,Central Heat,0.0,0,1648.0,1.0,,2019.0
0049N00098000000,"{'type': 'MultiPolygon', 'coordinates': [[[[-79.9647857755518, 40.4641210432192], [-79.9648791749797, 40.4641051339316], [-79.9649196066596, 40.4642489063032], [-79.9648311310725, 40.4642605547159], [-79.9647857755518, 40.4641210432192]]]]}",3505, ,PENN AVE,PITTSBURGH,PA, ,15201,6th Ward - PITTSBURGH,Pittsburgh,10601,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,1440.0,,09-25-2000,1.0,3,LOVE&AFFECTION,08-08-2000,151800.0,02-23-1993,1.0,208400.0,CAPE COD,1.5,2002.0,Frame,SHINGLE,Full,C+,AVERAGE +,GOOD,GOOD,7.0,3.0,2.0,1.0,Central Heat with AC,0.0,,2400.0,1.0,,2019.0
0048M00029000000,"{'type': 'MultiPolygon', 'coordinates': [[[[-79.9662192260629, 40.4661008029127], [-79.9663690909982, 40.4658971002846], [-79.9664378878976, 40.4659266498624], [-79.9662831148666, 40.4661281047123], [-79.9662192260629, 40.4661008029127]]]]}",171, ,36TH ST,PITTSBURGH,PA, ,15201,6th Ward - PITTSBURGH,Pittsburgh,10601,REGULAR,RESIDENTIAL,ROWHOUSE,1660.0,11-20-2006,11-20-2006,62000.0,H,MULTI-PARCEL SA,08-13-2002,1.0,10-29-1980,4000.0,66500.0,ROW END,2,1915.0,Brick,SHINGLE,Full,C-,AVERAGE -,AVERAGE,AVERAGE,5.0,2.0,1.0,0.0,Central Heat,0.0,0,1440.0,1.0,,2019.0
0049N00028000000,"{'type': 'MultiPolygon', 'coordinates': [[[[-79.9651611838895, 40.4647920971114], [-79.9651883419632, 40.4647532949915], [-79.9653532204964, 40.4648157371651], [-79.9653218359582, 40.4648590154129], [-79.9651611838895, 40.4647920971114]]]]}",3519, ,LEECH ST,PITTSBURGH,PA, ,15201,6th Ward - PITTSBURGH,Pittsburgh,10601,CORPORATION,RESIDENTIAL,ROWHOUSE,825.0,07-11-2014,07-11-2014,2900.0,35,CORP TRANSFER,11-04-2011,6500.0,12-29-1997,1.0,1000.0,ROW END,3,1905.0,Brick,ROLL,Full,D+,BELOW AVERAGE +,AVERAGE,FAIR,7.0,4.0,1.0,0.0,Other,0.0,0,2112.0,1.0,,2019.0
0049J00071000000,"{'type': 'MultiPolygon', 'coordinates': [[[[-79.9651223918331, 40.4669866348966], [-79.9650553503066, 40.4669322251789], [-79.9648801420928, 40.4668619941646], [-79.9649320377901, 40.4667891027341], [-79.9652471708041, 40.4669125784715], [-79.9651695160311, 40.4670248601787], [-79.9651223918331, 40.4669866348966]]]]}",3728, ,CHARLOTTE ST,PITTSBURGH,PA, ,15201,6th Ward - PITTSBURGH,Pittsburgh,10601,CORPORATION,RESIDENTIAL,VACANT LAND,1563.0,05-26-2017,05-25-2017,355000.0,H,MULTI-PARCEL SA,06-23-2011,50000.0,06-10-1997,700.0,600.0,,,,,,,,,,,,,,,,,,,,,2019.0
