PIN,geom,PROPERTYHOUSENUM__asmt,PROPERTYFRACTION__asmt,PROPERTYADDRESS__asmt,PROPERTYCITY__asmt,PROPERTYSTATE__asmt,PROPERTYUNIT__asmt,PROPERTYZIP__asmt,MUNIDESC__asmt,SCHOOLDESC__asmt,NEIGHDESC__asmt,OWNERDESC__asmt,CLASSDESC__asmt,USEDESC__asmt,LOTAREA__asmt,RECORDDATE__asmt,SALEDATE__asmt,SALEPRICE__asmt,SALECODE__asmt,SALEDESC__asmt,PREVSALEDATE__asmt,PREVSALEPRICE__asmt,PREVSALEDATE2__asmt,PREVSALEPRICE2__asmt,FAIRMARKETTOTAL__asmt,STYLEDESC__asmt,STORIES__asmt,YEARBLT__asmt,EXTFINISH_DESC__asmt,ROOFDESC__asmt,BASEMENTDESC__asmt,GRADE__asmt,GRADEDESC__asmt,CONDITIONDESC__asmt,CDUDESC__asmt,TOTALROOMS__asmt,BEDROOMS__asmt,FULLBATHS__asmt,HALFBATHS__asmt,HEATINGCOOLINGDESC__asmt,FIREPLACES__asmt,BSMTGARAGE__asmt,FINISHEDLIVINGAREA__asmt,CARDNUMBER__asmt,ALT_ID__asmt,TAXYEAR__asmt
0011G00108000000,"{'type': 'MultiPolygon', 'coordinates': [[[[-79.971583763296, 40.4387728485403], [-79.9716424824993, 40.4387480821943], [-79.971770097356, 40.4389237437588], [-79.9718858812527, 40.4390831318079], [-79.9718062028052, 40.4391007534201], [-79.971583763296, 40.4387728485403]]]]}",0, ,ALLEQUIPPA ST,PITTSBURGH,PA, ,15213,4th Ward - PITTSBURGH,Pittsburgh,10404,CORPORATION,GOVERNMENT,MUNICIPAL GOVERNMENT,3550.0,,06-06-1955,0.0,3,LOVE&AFFECTION,,,,,800.0,,,,,,,,,,,,,,,,,,,,,2019.0
0011L00047000000,"{'type': 'MultiPolygon', 'coordinates': [[[[-79.9721110119787, 40.437784243478], [-79.9721909400442, 40.4376432196342], [-79.9722500563162, 40.4376623770547], [-79.9721674073953, 40.4378225863119], [-79.9721174112859, 40.4378066832309], [-79.9721262071715, 40.4377890990939], [-79.9721110119787, 40.437784243478]]]]}",2319, ,5TH AVE,PITTSBURGH,PA, ,15213,4th Ward - PITTSBURGH,Pittsburgh,10404,CORPORATION,RESIDENTIAL,ROWHOUSE,1197.0,05-03-2017,04-24-2017,53000.0,14,TIME ON MARKET,06-07-1985,7500.0,,,19900.0,ROW INTERIOR,2,1900.0,Brick,ROLL,Full,D+,BELOW AVERAGE +,FAIR,FAIR,7.0,2.0,1.0,0.0,Electric,0.0,0,1540.0,1.0,,2019.0
0011L00061000000,"{'type': 'MultiPolygon', 'coordinates': [[[[-79.9722973752723, 40.4380333716674], [-79.9723329476167, 40.4379941525671], [-79.9725513498033, 40.4380739078585], [-79.9725215171593, 40.4381274081346], [-79.9722973752723, 40.4380333716674]]]]}",112, ,KIRKPATRICK ST,PITTSBURGH,PA, ,15219,4th Ward - PITTSBURGH,Pittsburgh,10404,REGULAR-ETAL,RESIDENTIAL,ROWHOUSE,1415.0,05-25-2011,05-25-2011,4000.0,AA,SALE NOT ANALYZ,02-27-1998,0.0,,,19500.0,ROW END,2,1900.0,Brick,ROLL,Full,D+,BELOW AVERAGE +,POOR,FAIR,5.0,2.0,1.0,0.0,Central Heat,0.0,0,1456.0,1.0,,2019.0
0011D00097000000,"{'type': 'MultiPolygon', 'coordinates': [[[[-79.9673087725163, 40.4417402526801], [-79.9673685020174, 40.4416940998783], [-79.9676153035092, 40.4418842730467], [-79.967557843693, 40.4419283936685], [-79.9673087725163, 40.4417402526801]]]]}",2525, ,ALLEQUIPPA ST,PITTSBURGH,PA, ,15213,5th Ward - PITTSBURGH,Pittsburgh,10503,REGULAR-ETAL,RESIDENTIAL,VACANT LAND,2400.0,09-10-2014,09-10-2014,163000.0,H,MULTI-PARCEL SA,10-05-2004,1.0,07-12-2004,1.0,4800.0,,,,,,,,,,,,,,,,,,,,,2019.0
0011L00031000000,"{'type': 'MultiPolygon', 'coordinates': [[[[-79.9707664075942, 40.4375204053195], [-79.9708129366799, 40.4374318702809], [-79.9709163389452, 40.4372352714924], [-79.9710030208812, 40.4372639228539], [-79.9708571067711, 40.4375300564875], [-79.9707664075942, 40.4375204053195]]]]}",2614, ,5TH AVE,PITTSBURGH,PA, ,15213,4th Ward - PITTSBURGH,Pittsburgh,10404,CORPORATION,GOVERNMENT,MUNICIPAL GOVERNMENT,2925.0,,06-21-1993,2201.0,2,CITY TREASURER,,,,,700.0,,,,,,,,,,,,,,,,,,,,,2019.0
0028B00262000A00,"{'type': 'MultiPolygon', 'coordinates': [[[[-79.9592143749651, 40.4419171657294], [-79.9588825279721, 40.4416506609498], [-79.9589007993857, 40.4416373689739], [-79.9589497787148, 40.4416017366766], [-79.9592668850025, 40.4418591211885], [-79.9592672928702, 40.4418594521038], [-79.959267362113, 40.4418594099713], [-79.9594041034952, 40.4417763589013], [-79.9595008175293, 40.4418244901078], [-79.9595016494796, 40.4418249040535], [-79.9601907513626, 40.4421678184886], [-79.9601127070167, 40.4422593520439], [-79.959882051876, 40.4425185784839], [-79.9598632963804, 40.4425073120826], [-79.9600132608017, 40.4423429195126], [-79.9599884797327, 40.4423297125097], [-79.9595962815209, 40.4421206903674], [-79.9594694663481, 40.4420531035428], [-79.9593569991366, 40.441993163255], [-79.9592706435382, 40.4419471391395], [-79.9592143749651, 40.4419171657294]]]]}",0, ,5TH AVE,PITTSBURGH,PA, ,15213,4th Ward - PITTSBURGH,Pittsburgh,PITTSBURGH URBAN,CORPORATION,OTHER,CHARITABLE EXEMPTION/HOS/HOMES,46565.0,,02-07-1984,0.0,3,LOVE&AFFECTION,,,,,1280700.0,,,,,,,,,,,,,,,,,,,,,2019.0
0028J00070000000,"{'type': 'MultiPolygon', 'coordinates': [[[[-79.9643685943999, 40.4381959567528], [-79.9643666887194, 40.438183459059], [-79.9645538393261, 40.4381745905291], [-79.964589582038, 40.4380562182329], [-79.9645730339182, 40.4378255214257], [-79.9645745262756, 40.4378254452146], [-79.9652864539588, 40.4377891805114], [-79.9652980707508, 40.4379463263123], [-79.9649923836092, 40.4379601167735], [-79.9650156677379, 40.4382734738112], [-79.9649742343266, 40.4382782396294], [-79.9649800263982, 40.4383754482115], [-79.9649333307707, 40.4383783302099], [-79.9649315169139, 40.4384021978037], [-79.9645636397284, 40.4384233729918], [-79.9643685943999, 40.4381959567528]]]]}",0, ,5TH AVE,PITTSBURGH,PA, ,15213,4th Ward - PITTSBURGH,Pittsburgh,PITTSBURGH URBAN,CORPORATION,GOVERNMENT,OWNED BY COLLEGE/UNIV/ACADEMY,31058.0,,07-02-1996,25000.0,9,OTHER INVALID,,,,,3523800.0,,,,,,,,,,,,,,,,,,,,,2019.0
0011G00021000000,"{'type': 'MultiPolygon', 'coordinates': [[[[-79.9741843563523, 40.4389206046891], [-79.9741941625136, 40.438870945959], [-79.9743826714734, 40.438892350547], [-79.9743770814183, 40.4389236012862], [-79.9743739224401, 40.4389413273879], [-79.9741843563523, 40.4389206046891]]]]}",129, ,MOULTRIE ST,PITTSBURGH,PA, ,15219,4th Ward - PITTSBURGH,Pittsburgh,10404,REGULAR,RESIDENTIAL,SINGLE FAMILY,1200.0,,06-19-1998,28000.0,9,OTHER INVALID,04-28-1994,0.0,,,27500.0,OLD STYLE,2,1915.0,Brick,ROLL,Full,D+,BELOW AVERAGE +,FAIR,FAIR,7.0,3.0,1.0,1.0,Central Heat,1.0,0,1886.0,1.0,,2019.0
0028E00057000A00,"{'type': 'MultiPolygon', 'coordinates': [[[[-79.9628248028755, 40.4405651993069], [-79.9630017678924, 40.4404346080343], [-79.9630377725786, 40.4404631634841], [-79.9628604530314, 40.4405947428255], [-79.9628248028755, 40.4405651993069]]]]}",208, ,CHESTERFIELD RD,PITTSBURGH,PA, ,15213,4th Ward - PITTSBURGH,Pittsburgh,10403,REGULAR,RESIDENTIAL,ROWHOUSE,896.0,01-03-2018,12-29-2017,138915.0,14,TIME ON MARKET,12-12-2002,30000.0,07-31-1984,17000.0,62300.0,ROW INTERIOR,2,1900.0,Brick,SHINGLE,Full,C,AVERAGE,AVERAGE,AVERAGE,6.0,3.0,1.0,0.0,Central Heat,0.0,0,1066.0,1.0,,2019.0
0028A00322000000,"{'type': 'MultiPolygon', 'coordinates': [[[[-79.9626580459075, 40.4409257424922], [-79.9624242267429, 40.4411290660924], [-79.9623174729302, 40.4410719348329], [-79.9625760700737, 40.4408726015206], [-79.9626580459075, 40.4409257424922]]]]}",2, ,BUFFALO ST,PITTSBURGH,PA, ,15213,4th Ward - PITTSBURGH,Pittsburgh,10403,CORPORATION,GOVERNMENT,OWNED BY COLLEGE/UNIV/ACADEMY,2520.0,,04-19-1990,42618379.0,4,OTHER,,,,,14800.0,,,,,,,,,,,,,,,,,,,,,2019.0
